,ts_code,sub_code,name,ipo_date,issue_date,amount,market_amount,price,pe,limit_amount,funds,ballot
423,600918.SH,730918,中泰证券,20200520,20200603,69686.0,62718.0,4.38,48.08,20.9,0.0,0.24
424,605288.SH,707288,凯迪股份,20200520,20200601,1250.0,1250.0,92.59,22.99,1.2,11.574,0.01
425,605168.SH,707168,三人行,20200518,20200528,1727.0,1727.0,60.62,22.99,1.7,10.467,0.02
426,300836.SZ,300836,佰奥智能,20200518,20200528,1231.0,1231.0,28.18,22.99,1.2,3.47,0.01
427,603950.SH,732950,长源东谷,20200514,20200526,5788.0,5209.0,15.81,22.99,2.3,9.151,0.04
428,002990.SZ,002990,盛视科技,20200514,20200525,3156.0,2840.0,36.81,22.99,1.25,11.617,0.03
429,300835.SZ,300835,龙磁科技,20200514,20200525,1767.0,1767.0,20.0,20.56,1.75,3.534,0.01
430,688516.SH,787516,奥特维,20200512,20200521,2467.0,840.0,23.28,33.15,0.6,8.622,0.04
431,605001.SH,707001,威奥股份,20200511,20200522,7556.0,6800.0,16.14,22.99,3.0,12.195,0.05
432,300833.SZ,300833,浩洋股份,20200508,20200520,2108.0,1897.0,52.09,22.99,0.8,10.982,0.03
433,002988.SZ,002988,豪美新材,20200507,20200518,5821.0,5239.0,10.94,22.98,2.3,6.369,0.03
434,688566.SH,787566,吉贝尔,20200506,20200518,4674.0,1594.0,23.69,48.2,1.15,7.519,0.04
435,688598.SH,787598,金博股份,20200506,20200518,2000.0,762.0,47.2,59.6,0.55,3.648,0.04
436,601778.SH,780778,晶科科技,20200506,20200519,59459.0,53513.0,4.37,16.58,17.8,26.816,0.22
437,300832.SZ,300832,新产业,20200428,20200512,4120.0,3708.0,31.39,18.0,1.2,12.933,0.04
438,688588.SH,787588,凌志软件,20200424,20200511,4001.0,1140.0,11.49,34.82,0.75,3.234,0.05
439,002987.SZ,002987,京北方,20200423,20200507,4017.0,3615.0,23.04,21.93,1.2,9.255,0.03
440,688466.SH,787466,金科环境,20200423,20200508,2569.0,976.0,24.61,34.61,0.7,8.21,0.04
441,300831.SZ,300831,派瑞股份,20200422,20200507,8000.0,7200.0,3.98,20.93,3.2,3.184,0.04
442,688365.SH,787365,光云科技,20200420,20200429,4010.0,1024.0,10.8,47.9,0.65,4.132,0.04
443,603212.SH,732212,赛伍技术,20200420,20200430,4001.0,3601.0,10.46,22.57,1.2,4.185,0.04
444,300830.SZ,300830,金现代,20200420,20200506,8603.0,7742.0,4.4,22.95,2.55,3.785,0.05
445,002983.SZ,002983,芯瑞达,20200416,20200428,3542.0,3188.0,12.97,22.98,1.05,4.594,0.03
446,002985.SZ,002985,北摩高科,20200416,20200429,3754.0,3379.0,22.53,16.21,1.5,8.458,0.03
447,603439.SH,732439,贵州三力,20200416,20200428,4074.0,3667.0,7.35,22.97,1.2,2.994,0.04
448,603392.SH,732392,万泰生物,20200415,20200429,4360.0,3924.0,8.75,22.98,1.3,3.815,0.04
449,002982.SZ,002982,湘佳股份,20200415,20200424,2563.0,2307.0,29.63,13.29,1.0,7.594,0.02
450,688318.SH,787318,财富趋势,20200415,20200427,1667.0,641.0,107.41,42.12,0.45,8.194,0.04
451,300829.SZ,300829,金丹科技,20200413,20200422,2830.0,2547.0,22.53,22.98,1.1,6.376,0.03
452,601609.SH,780609,金田铜业,20200410,20200422,24200.0,21780.0,6.55,22.97,7.2,15.851,0.12
453,300828.SZ,300828,锐新科技,20200409,20200421,2757.0,2481.0,12.26,22.05,1.1,3.38,0.03
454,688126.SH,787126,沪硅产业,20200409,20200420,62007.0,13457.0,3.89,0.0,8.65,26.443,0.1
455,603682.SH,732682,锦和商业,20200409,20200421,9450.0,8505.0,7.91,22.28,2.8,7.711,0.06
456,002978.SZ,002978,安宁股份,20200408,20200417,4060.0,3654.0,27.47,21.77,1.2,11.153,0.03
457,002981.SZ,002981,朝阳科技,20200408,20200417,2400.0,2160.0,17.32,20.15,0.95,4.157,0.02
458,603095.SH,732095,越剑智能,20200402,20200415,3300.0,2970.0,26.16,22.99,1.3,8.633,0.03
459,688222.SH,787222,成都先导,20200401,20200416,4068.0,1059.0,20.52,110.77,0.65,7.413,0.05
460,002980.SZ,002980,华盛昌,20200331,20200415,3333.0,3000.0,14.89,22.98,1.3,4.963,0.03
461,300827.SZ,300827,上能电气,20200331,20200410,1833.0,1833.0,21.64,21.51,1.8,3.967,0.02
462,688096.SH,787096,京源环保,20200327,20200409,2683.0,1020.0,14.34,25.56,0.75,3.134,0.04
463,688085.SH,787085,三友医疗,20200326,20200409,5133.0,1754.0,20.96,48.96,1.3,6.725,0.04
464,002979.SZ,002979,雷赛智能,20200326,20200408,5200.0,4680.0,9.8,22.99,2.05,5.096,0.03
465,603353.SH,732353,和顺石油,20200325,20200407,3338.0,3004.0,27.79,22.99,1.3,9.276,0.03
466,300826.SZ,300826,测绘股份,20200325,20200403,2000.0,2000.0,22.88,22.28,2.0,4.576,0.02
467,300825.SZ,300825,阿尔特,20200318,20200327,7642.0,6877.0,6.14,17.87,3.05,4.692,0.04
468,688228.SH,787228,开普云,20200317,20200327,1678.0,580.0,59.26,53.58,0.4,0.0,0.04
469,688189.SH,787189,南新制药,20200316,20200326,3500.0,1334.0,34.94,55.48,0.95,7.481,0.04
470,603221.SH,732221,爱丽家居,20200311,20200323,6000.0,5400.0,12.9,22.98,2.4,7.74,0.04
471,688051.SH,787051,佳华科技,20200310,20200320,1933.0,736.0,50.81,35.93,0.55,0.0,0.04
472,300823.SZ,300823,建科机械,20200310,20200319,2340.0,2106.0,16.58,19.34,0.9,3.88,0.03
473,002977.SZ,002977,天箭科技,20200305,20200317,1790.0,1790.0,29.98,22.98,1.75,5.366,0.01
474,300822.SZ,300822,贝仕达克,20200304,20200313,2667.0,2400.0,23.57,17.96,1.05,6.286,0.03
475,300819.SZ,300819,聚杰微纤,20200303,20200312,2487.0,2238.0,15.07,22.99,0.95,3.748,0.03
476,300821.SZ,300821,东岳硅材,20200303,20200312,30000.0,27000.0,6.9,17.97,9.0,20.7,0.11
477,603949.SH,732949,雪龙集团,20200227,20200310,3747.0,3372.0,12.66,22.99,1.4,4.744,0.03
478,002976.SZ,002976,瑞玛工业,20200226,20200306,2500.0,2250.0,19.01,22.55,1.0,4.753,0.02
479,603948.SH,732948,建业股份,20200219,20200302,4000.0,3600.0,14.25,17.94,1.6,5.756,0.03
480,688086.SH,787086,紫晶存储,20200217,20200226,4760.0,1813.0,21.49,39.8,1.35,13.487,0.04
481,601696.SH,780696,中银证券,20200213,20200226,27800.0,25020.0,5.47,22.97,8.3,0.0,0.13
482,603719.SH,732719,良品铺子,20200212,20200224,4100.0,3690.0,11.9,22.99,1.2,4.879,0.04
483,688396.SH,787396,华润微,20200212,20200227,33694.0,6153.0,12.8,48.31,8.45,0.0,0.08
484,688177.SH,787177,百奥泰,20200211,20200221,6000.0,1734.0,32.76,0.0,1.15,20.894,0.05
485,688169.SH,787169,石头科技,20200211,20200221,1667.0,648.0,271.12,58.76,0.45,13.865,0.04
486,688233.SH,787233,神工股份,20200211,20200221,4000.0,1522.0,21.67,32.53,1.1,12.325,0.04
487,688200.SH,787200,华峰测控,20200207,20200218,1530.0,529.0,107.41,72.58,0.35,10.94,0.05
488,300817.SZ,300817,双飞股份,20200206,20200218,2106.0,1895.0,18.37,22.99,0.8,3.869,0.03
489,688090.SH,787090,瑞松科技,20200205,20200217,1684.0,640.0,27.55,43.3,0.45,4.298,0.04
490,688208.SH,787208,道通科技,20200204,20200213,5000.0,1430.0,24.36,36.16,0.95,7.36,0.05
491,300820.SZ,300820,英杰电气,20200204,20200213,1584.0,1584.0,33.66,18.98,1.55,5.332,0.02
492,300818.SZ,300818,耐普矿机,20200203,20200212,1750.0,1750.0,21.14,22.99,1.75,3.7,0.02
493,688080.SH,787080,映翰通,20200122,20200212,1311.0,498.0,27.63,32.38,0.35,3.053,0.04
494,688398.SH,787398,赛特新材,20200122,20200211,2000.0,760.0,24.12,47.45,0.55,4.605,0.04
495,688186.SH,787186,广大特材,20200121,20200211,4180.0,1588.0,17.16,23.4,1.15,7.764,0.05
496,603893.SH,732893,瑞芯微,20200120,20200207,4200.0,3780.0,9.68,22.98,1.2,4.066,0.04
497,300816.SZ,300816,艾可蓝,20200117,20200210,2000.0,2000.0,20.28,21.78,2.0,4.056,0.02
498,688298.SH,787298,东方生物,20200116,20200205,3000.0,1140.0,21.25,40.73,0.85,0.0,0.04
499,603195.SH,732195,公牛集团,20200116,20200206,6000.0,5400.0,59.45,22.93,1.8,35.772,0.05
500,002975.SZ,002975,博杰股份,20200116,20200205,1737.0,1737.0,34.6,21.53,1.7,6.009,0.01
501,603290.SH,732290,斯达半导,20200115,20200204,4000.0,3600.0,12.74,22.98,1.6,5.096,0.04
502,688159.SH,787159,有方科技,20200114,20200123,2292.0,779.0,20.35,49.31,0.55,6.277,0.04
503,688266.SH,787266,泽璟制药,20200114,20200123,6000.0,1722.0,33.76,0.0,1.1,25.409,0.05
504,300815.SZ,300815,玉禾田,20200114,20200123,3460.0,3114.0,29.55,22.98,1.35,10.224,0.03
505,688026.SH,787026,洁特生物,20200113,20200122,2500.0,950.0,16.49,34.93,0.7,3.404,0.04
506,688158.SH,787158,优刻得,20200108,20200120,5850.0,1404.0,33.23,181.85,0.9,0.0,0.05
507,688278.SH,787278,特宝生物,20200107,20200117,4650.0,1205.0,8.24,209.46,0.8,0.0,0.05
508,688100.SH,787100,威胜信息,20200107,20200121,5000.0,1275.0,13.78,42.46,0.85,6.832,0.05
509,601816.SH,780816,京沪高铁,20200106,20200116,628563.0,234379.0,4.88,23.39,94.2,0.0,0.79
510,300813.SZ,300813,泰林生物,20200103,20200114,1300.0,1300.0,18.35,22.97,1.3,2.385,0.01
511,002971.SZ,002971,和远气体,20200102,20200113,4000.0,3600.0,10.82,22.97,1.6,4.328,0.03
512,688178.SH,787178,万德斯,20200102,20200114,2125.0,808.0,25.2,29.14,0.6,5.944,0.04
513,603551.SH,732551,奥普家居,20200102,20200115,4001.0,3601.0,15.21,21.85,1.2,6.402,0.04
